nro_conabip,nombre_BP,fecha_fundacion,id_depto,email
2341,Bib. Pop. Esteban Echeverría,1946-06-29,6693,giseafrica@yahoo.com.ar
3628,Bib. Pop. Roberto Clemente,1980-01-01,6371,
4071,Bib.Pop. y Cen.Cul Villa Humberto,1980-01-01,6371,
4367,Bib.Pop. La Vieja Escuela,2011-09-24,6791,biblioviejaescuela@gmail.com
1194,Bib.Pop. Juan Antonio Salceda,1919-06-06,6791,
3302,Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,1988-05-15,6791,
3802,Bib.Pop. Paula Albarracín de Sarmiento,1998-07-18,6791,bpalbarracin@yahoo.com.ar
4132,Bib. Pop. de las Mujeres,1980-01-01,6791,
3050,Bib.Pop. Ricardo Güiraldes,1985-06-05,6805,biblios@netben.com.ar
3689,Bib.Pop. José Ingenieros,1993-09-25,6805,bpjingenieros@hotmail.com
4319,Bib.Pop. y Museo del Cine Leonardo Favio,2008-07-05,6805,
3768,Bib.Pop. Lopez Camelo,1999-03-03,6805,
3475,Bib.Pop. Ricardo Rojas,1996-10-10,6805,
4216,Bib.Pop. Troncos del Talar,2003-08-02,6805,bibliotroncos@yahoo.com.ar
966,Bib.Pop. Ernesto Tornquist,1917-04-01,6819,bibliotecatornquist@yahoo.com.ar
3616,Bib.Pop. Almafuerte,1963-03-13,6833,
4129,Bib.Pop. Arandú,1980-01-01,6861,bibliotecapopulararandu@hotmail.com
2928,Bib.Pop. Leon Adolfo Vienni,1975-04-29,6861,
4195,Asoc.de Fomento Atlantica y Biblioteca Popular,1980-01-01,6868,
3579,Bib.Pop. San Roque,1980-01-01,10063,
3553,Bib.Pub.Pop. General Julio de Vedia,1980-01-01,22014,
3672,Bib.Esc.Pop. E.E.G.B.Nº 32 L.Roque Gondra,1980-01-01,22028,
3003,Bib. Pop. Pub. Ana B. de Pibernus,1980-01-01,22021,bibliotecapibernus@hotmail.com
2907,Bib.Pop.Esc. Gral. Martín Güemes,1980-01-01,22063,bcapopularcastellichaco@yahoo.com.ar
3582,Bib.Pub.Pop. Mayor L. J. Fontana,1960-08-27,22133,bibliotecafontana@gmail.com
4313,Bib.Pop.Asoc.Amigos Escuela Nº 43,1981-08-10,22140,bibliotecamalvinas@hotmail.com
3345,Bib. Pop. Esc. Lidia Guasti de Rodriguez,1975-05-09,22140,biblioguasti@yahoo.com.ar
3437,Bib.Pop.Esc. El principito,1980-01-01,22140,biblioprin@yahoo.com.ar
3543,Bib.Pop.Esc. Gob. Manuel Obligado,1961-02-09,22140,bibliobligado@hotmail.com
4259,Bib.Pop. General Manuel Belgrano,2008-01-15,26007,bibliotecachubutparatodos@hotmail.com
3257,Bib.Pop. Angélica R. Nievas,1980-01-01,26014,
3899,Bib.Pop. Elum Duham,1996-02-17,26021,ledmuriel@yahoo.com
2414,Bib.Pop. D.F.Sarmiento,1943-03-12,26042,
3667,Bib.Pop. Don Segundo Milla,1980-01-01,26105,
1344,Bib.Pop. Dr. Tristán J. González,1928-03-30,2000,trjgonzalez@outlook.com
3884,Bib. Pop. Por caminos de libros y solidaridad,1999-10-22,2000,
4318,Bib.Pop. Juan José Castelli,2010-03-26,2000,
1943,Bib.Pop. Bernardino Rivadavia,1924-04-21,2000,bibliotecabrivadavia@yahoo.com.ar
2014,Bib.Pop. Gral. Benito Nazar,1936-05-01,2000,bibliotecanazar@yahoo.com.ar
2558,Bib.Pop. Gral. Alvear,1950-10-25,2000,asociacionalvear@yahoo.com.ar
3270,Bib.Pop. Casa de la Cultura de Liniers,1994-03-05,2000,
4034,Bib.Pop. Hijos del Barrio Piedrabuena Asociación Civil,2001-09-21,2000,bibliotecapopularpiedrabuena@gmail.com
19,Bib.Pop. 12 de Octubre,1910-10-12,2000,popular12deoctubre@hotmail.com
62,Bib.Pop. D.F.Sarmiento,1980-01-01,2000,
4347,Bib.Pop. de Embalse Teresa Sul,2013-10-30,14007,
4383,Bib.Pop. Sayana Ctro Cult. El Talar,2009-04-01,14021,sayanacentroculturaleltalar@hotmail.com
2924,Bib.Pop. D.F.Sarmiento,1942-12-05,14021,
543,Bib.Pop. D.F.Sarmiento,1916-05-05,14042,
1872,Bib.Pop. José Ingenieros,1933-02-06,14049,bjingenieros@intinet.com.ar
2321,Bib.Pop.Pub.Mun. Ermes Desio,1918-01-01,14063,bibliotecacdb@yahoo.com
2197,Ctro. Social Cultural y Bib.Pop.,1939-09-26,14063,
3592,Bib.  Pop. Lidia Cesanelli,1980-01-01,14063,bibliotecapopularlidiacesanelli@yahoo.com.ar
3958,Bib. Pop. Juan Filloy,2001-09-09,14084,
4283,Bib.Pop. Aguas que corren,2010-05-14,14091,
2751,Bib.Pop. Técnica - ENET Nº 1 Ambrosio Olmos,1955-09-07,14098,
2851,Bib.Pop. Evaristo Segat,1932-05-01,14098,
2794,Bib.Pop.Soc.Cult. Bartolomé Mitre,1961-06-17,14119,
4118,Bib.Pop. Doña María de la Plaza de Arias Moreno,2000-09-12,14133,
3997,Bib. Pop. Mariano Moreno,1980-01-01,14140,bpmarianomoreno@yahoo.com.ar
1541,Bib.Pop. Nicolás Avellaneda,1931-03-11,14147,bibliotecapopular4@gmail.com
873,Bib.Pop. Justo José de Urquíza,1919-09-14,14161,
528,Bib.Pop. Dr. Ramón J. Carcano,1907-04-21,14182,bprjcarcano@yahoo.com.ar
1419,Club y Bib.Pop. Recreativo,1929-08-04,14182,
3258,Bib.Pop.Esc. Fray J. de la Quintana,1980-01-01,18021,
3078,Bib.Pop. Cuatia Renda,1986-06-14,18035,cuatiarenda_@hotmail.com
501,Bib.Pop. D.F.Sarmiento,1911-11-11,18070,bpsarmientogoya@gmail.com
4264,Bib. Pop.  Barrios del Sur,2007-06-30,18070,
2918,Bib.Pop.Esc. Presbítero E. Tutak,1969-03-26,18105,
3909,Bib.Pop. Sin fronteras,2000-08-31,18112,
511,Bib.Pop. D.F.Sarmiento,1904-10-19,18119,bsarmiento@arnet.com.ar
512,Bib.Pop. Bernardino Rivadavia,1980-01-01,18168,biblioteca512@hotmail.com
1251,Bib.Pop. Fábrica Colón,1905-07-26,30008,fabricacolon@hotmail.com
319,Bib.Pop. Olegario V. Andrade,,30015,man.1872@concordia.com.ar
3589,Bib.Pop. Carlos Reyes Miggoni,1996-11-11,30015,biblioteca3589@hotmail.com
334,Bib.Pop. Luis Lorenzo Etchevehere,1980-01-01,30021,biblioteca_ramirez@yahoo.com.ar
303,Bib.Pop. El porvenir,,30098,bibliotecapopularelporvenir@yahoo.com.ar
328,Bib.Pop. D.F.Sarmiento,1924-10-12,30113,
3955,Bib. Pop. Dra. María Cristina Balbuena,1999-08-14,34049,jjbogarin@hotmail.com
3207,Asoc.Bib.Pop. Félix Atilio Cabrera,1980-01-01,34049,
3713,Bib.Pop. del barrio cerro las Rosas (N,1997-09-20,38021,
3307,Bib.Pop. de Ciudad Perico,1980-01-01,38014,
913,Bib.Pop. Bartolomé Mitre,1922-02-10,38035,
4172,Bib.Pop. San Marcelino,1980-01-01,38035,
3237,Bib.Pop. de Palpalá,1980-01-01,38042,
3263,Bib.Pop.Mun. Antonio Paleari,1980-01-01,38042,
1990,Asoc. Bip. Esc.  Pop.,1914-11-23,42007,bibliorolon@gmail.com
3214,Bib.Pop. Chapaleufu,1993-03-08,42056,bibliochapaleufu@hotmail.com
3563,Bib.Pop. María Elena Walsh,1995-11-01,42070,
3546,Bib. Pop. Carro quemado,1996-07-01,42098,bibliocq@hotmail.com
3308,Bib.Pop. Mun. Juan Río de Quehue,1990-12-15,42154,
3529,Bib. Pop. María Esther Brizuela de Bazán,1980-01-01,46021,
1775,Bib.Pop. Pedro I. de Castro Barros,1927-11-27,46021,
2672,Bib.Pop. Domingo Faustino Sarmiento,1955-11-28,46042,
665,Bib.Pop. Presbítero P. C. Arce,1914-05-10,50021,ifsapaag@hotmail.com
2131,Bib.Pop. D.F.Sarmiento,1935-04-28,50014,bp2131sarmiento@yahoo.com.ar
4085,Bib.Pop. El bermejo,2001-07-07,50028,
3947,Bib.Pop. Santa Rosa,1980-01-01,50035,
4138,Bib.Pop. Armando Tejada Gómez,1980-01-01,50063,
4246,Bib.Pop. Maestro Pedro Azín de San Carlos,2005-06-15,50091,biblioteca_pedro_azin@hotmail.com
3981,Bib.Pop. Manuela Lara,1998-07-20,50105,labibliotecadelallave_ml@yahoo.com.ar
3360,Bib.Pop. Tulio Pusterla,1980-01-01,50112,
3299,Bib.Pop. Victoriano E. Cardozo,1994-06-01,54119,bibcardozo@yahoo.com.ar
802,Bib.Pop. Sarmiento,1979-10-18,54021,
4258,Bib.Pop. Sur Argentino,2001-10-13,54028,bpsurargentino@yahoo.com
3304,Bib.Pop. Horacio Quiroga,1980-01-01,54084,bibliotecahquir@yahoo.com.ar
3175,Bib.Pop. Calquin Mapu,1980-01-01,58028,
3100,Bib.Pop. Ruca Limay,1989-04-29,58035,bibliolimay@yahoo.com.ar
3143,Bib.Pop.Mun. Asoc.A. Bca.J. Benigar,1980-01-01,58035,bibliojuanbenigar@hotmail.com
3919,Bib.Pop. Carmen Mellado,1993-08-16,58035,bibliocarmen.mellado@gmail.com
3764,Bib.Pop. Ruca Trabun,1980-01-01,58056,
3581,Bib.Pop. La corona,1985-11-22,58077,
4305,Bib.Pop. José Fernández,2005-03-10,58091,bibpopjfernandez@hotmail.com
832,Bib.Pop. Nicolás Avellaneda,1918-10-01,62014,bibliotecachoelechoel@yahoo.com.ar
3068,Bib.Pop. Dr. Victor Molina,1985-12-03,62014,bibliotecalamarque@hotmail.com
1701,Bib.Pop. D.F.Sarmiento,1932-12-11,62021,bibliotecasarmiento@elbolson.com
3967,Bib.Pop. Las Tunas,1980-01-01,62035,
1695,Bib.Pop. Bernardino Rivadavia,1932-09-29,62042,
3195,Bib.Pop. Presbítero R. Entraigas,1984-05-25,62042,bibliotecaraulentraigas@hotmail.com
3600,Bib.Pop. Amancay,1980-01-01,62042,amancaybibliotecapopular@yahoo.com.ar
4148,Asoc.Bib.Pop. Ñorquinco,1980-01-01,62056,bibliotecanorquinco@gmail.com
2926,Bib.Pop. Munic. Cincuentenario,1955-07-10,62077,bibliotecacincuentenario@yahoo.com.ar
4385,Bib. Pop. Gral. Lamadrid,2022-04-01,66084,barriolamadrid326@gmail.com
3126,Bib.Pop. Campo Caseros,1947-09-27,66028,
4168,Bib.Pop. Cabo 1º Roberto F. Vidaurre,1980-01-01,66028,
4342,Bib.Pop. Rosa Parks,2012-02-04,66028,biblioteca.rosaparks@hotmail.com
3286,Bib.Pop. Gral. M. M. de Güemes,1980-01-01,66112,bibliotecapopularelgalpon@yahoo.com.ar
3065,Bib.Pop. Emilio García y Negrete,1985-12-28,70007,
4364,BIb.Pop. Pio Cristino Gallardo,2012-07-28,70021,
713,Bib.Pop. Colón,1918-04-03,70035,
4372,Bib. Pop. Paula Albarracín de Sarmiento,2018-01-10,70042,
4064,Bib.Pop. Roberto J. Payro,1991-09-23,70077,
3133,Bib.Pop. Dr. Antonio Aguilar,1990-09-23,70028,bibliosanjuan@hotmail.com
4284,Bib.Pop. Ivonne Barud de Quattropani,2007-11-05,70084,
4084,Bib.Pop. Plus Ultra,1980-01-01,70098,
3109,Bib.Pop. 1 de Febrero,1987-06-15,70028,biblioteca1defebrero@hotmail.com
3933,Bib.Pop. Pedro Rufino Díaz,1980-01-01,74028,
3273,Bib.Pop.Mun. Caminitos,1996-04-15,74028,bibliotecapopularcaminito@hotmail.com
3411,Bib.Pop.Mun. D.F.Sarmiento,1980-01-01,74042,
595,Bib.Pop. D.F.Sarmiento,1914-01-14,74035,
3487,Bib.Pop.Esc. Amalia Vercelli,1980-01-01,74035,
4215,Bib. Pop. Teniente Manuel Félix Origone,2007-11-15,74035,graciela.elisa.alcaraz@gmail.com
3350,Bib.Pop.José Manuel Estrada,1994-05-21,74049,
3358,Bib.Pop. Dr. A. Rodríguez Saa,1980-01-01,74056,
1426,Bib.Pop.Mun. Florentino Ameghino,1927-03-08,78014,
3407,Bib.Pop. Eva Perón,1994-08-31,78021,
2760,Bib.Pop. El Ateneo,1953-07-09,82014,bibelateneo@gmail.com
3238,Bib.Pop. Estación Clucellas,1993-01-29,82021,
4291,Bib.Pop. Moseñor Antonio Brasca,2010-12-01,82021,bibliombrasca@hotmail.com
1399,Bib.Pop. Esteban Echeverría,1929-12-26,82028,
479,Bib.Pop. Estudio y labor S. Pastorino,1917-07-04,82028,bibliotecapeylsp@yahoo.com.ar
468,Bib.Pop. María Perrisol,,82028,mariaperrissol@gmail.com
3957,Asoc.Bib.Pop. Domingo G. Silva,2000-07-31,82035,bpdomingogsilva@yahoo.com.ar
419,Bib.Pop. Nosotros,1919-05-25,82028,
3029,Bib.Pop. Mariano Moreno,1975-12-01,82042,bibliohug@gmail.com
2942,Bib.Pop. Leopoldo Lugones,1976-06-20,82042,bibliotecalugones@bombal.net.ar
2037,"Bib.Pop.Juan B.Alberdi, C.Rec.y Cult.Unión",1934-05-20,82042,crycuniondelnorte@gmail.com
3812,Bib. Pop. Ernesto Sábato,1980-01-01,82049,graciela_2102@hotmail.com
414,Bib.Pop. Bernardino Rivadavia,1920-04-22,82056,biblioteca.br@gmail.com
3817,Bib.Pop. José Pedroni,1980-01-01,82056,
945,Bib.Pop. Beck Herzog,1922-05-25,82070,bibliohumboldt@arnet.com.ar
2207,Bib.Pop. Juan Bautista Alberdi,1943-11-13,82070,biblioteca.jbalberdi@hotmail.com
461,Bib.Pop. Centro Rivadavia,1911-08-06,82070,
3978,Bib. Pop. Mariano Moreno,2000-10-30,82070,bibliotecammsjn@hotmail.com
4147,Bib. Mun. y Pop. Ferdinando Ricci,1980-01-01,82084,
1259,Bib.Pop. Proa,1927-08-04,82084,
1947,Bib.Pop. Amor a la verdad,1926-01-26,82084,
2237,Bib.Pop. Solidaridad social,1942-11-07,82084,
3006,Bib.Pop. Mariano Moreno,1979-09-02,82084,bpmorenorosario@hotmail.com.ar
3199,Bib.Pop. Alfonsina Storni,1990-05-15,82084,bibalfonsina@gmail.com
3907,"Centro Educación, Comunicación y Bib. Pop.Cachilo",2000-08-20,82084,bibliocachilo@gmail.com
4257,Bib. Pop. para el Desarrollo Social,2006-08-30,82084,
413,Bib.Pop.D.F.Sarmiento,1910-12-10,82091,gorositodaniela@hotmail.com
422,Bib.Pop. Dr. Allende Lezama,1907-05-01,82133,
3699,Bib.Pop. Padre Alberto Ciupke,1980-01-01,86021,
619,Bib.Pop. Bernardino Rivadavia,1910-05-25,86035,
2311,Bib.Pop. Absalon Rojas,1945-08-03,86035,
3123,Bib.Pop. Carlos Pellegrini,1966-05-26,86035,bpcarlospellegrini@live.com.ar
4089,Bib.Pop. Fortunato Júarez Barrios Miski Mayu y Parque Indus,1980-01-01,86035,mishquila8@hotmail.com
1007,Bib.Pop. Gob. Eduardo Miguel,1980-01-01,86049,
1662,Bib.Pop. Pedro Firmo Unzaga,1930-04-20,86049,bibliounzaga@yahoo.es
2084,"Asoc, Cult. y Vecinal y Bib.Pop Ricardo Rojas",1938-11-16,86049,bibliotecarrojas@gmail.com
3124,Bib.Pop. Francisco de Aguirre,1980-01-01,86049,
3496,Bib. Pop. Club de maestros,1980-01-01,86049,bpclubdemaestros@hotmail.com
4059,Bib.Pop. Dr. Raúl Dargoltz,2000-08-16,86049,
3562,Bib.Pop. Julio Bustamante,1980-01-01,86126,
1179,Bib.Pop. de Añatuya,1922-07-01,86077,bibsarmientoanatuya@hotmail.com
4025,Bib. Pop. Alfonsina Storni,2001-11-29,86077,
3951,Asoc.Civ. Nuestra Biblioteca Popular,2001-02-15,94007,nuestra_biblioteca@hotmail.com
3989,Bib.Pop. 24 de Septiembre,1980-01-01,90014,
908,Bib.Pop. Marco M. Avellaneda,1920-05-16,90014,
652,Bib.Pop. Belgrano,1912-06-02,90042,
661,Bib.Pop. Ernesto E. Padilla,1926-09-12,90056,
642,Bib.Pop. Bartolomé Mitre,1906-07-19,90070,sociedadybibliotecamitre@yahoo.com.ar
3116,Bib.Pop. Isauro y A. Arancibia,1987-12-13,90070,biblioarancibia@hotmail.com
4001,Bib. Pop. La Margarita blanca,1999-08-28,6028,
2068,Bib.Pop. Asoc.Cult. de Chillar,1939-01-06,6049,bibliochillar@yahoo.com.ar
4137,Bib.Pop. Simón Rodriguez,1980-01-01,6056,simonrodriguezbiblioteca@gmail.com
2159,Bib.Pop. José Manuel Estrada,1919-10-05,6070,
2082,Bib. Pop. Mariano Moreno,1944-06-11,6098,
2318,Bib.Pop. Belisario Roldán,1947-06-20,6098,
1857,Bib.Pop. Bernardino Rivadavia,1926-05-01,6112,
3045,Bib.Pop.Esc. Dr. Enrique Smith,1984-12-01,6147,
268,Bib.Pop. Roque Saénz Peña,1916-10-28,6154,bibliotejedor@yahoo.com.ar
2264,Bib.Pop. Juan José Castelli,1940-04-24,6168,biblicast@yahoo.com.ar
1347,Bib.Pop. Florentino Ameghino,1928-12-05,6189,biblioameghino@altisa.com.ar
3591,Bib.  Infantil de Coronel Suarez,1991-01-31,6203,glabuscfliawach@gmail.com
3364,Bib.Pop. Dr. Ricardo Gutierrez,1980-01-01,6182,nancy_flo@hotmail.com
118,Bib.Pop. Gral. San Martín,1945-10-27,6238,
123,Bib.Pop. Del Centro Cult. Sarmiento,1920-07-04,6274,bibliotecasarmiento_varela@yahoo.com.ar
3926,Bib.Pop. Hugo del Carril,1980-01-01,6274,bibliotecahugodelcarril@gmail.com
3767,Bib.Mun.Pop. Eloisa M. Rissoli,1997-05-25,6280,
3518,Bib.Pop.Mun. General José de San Martín,1976-12-19,6280,biblioteca_miramar@yahoo.com.ar
1707,Bib.Pop. Bernardino Rivadavia,1932-10-12,6294,
3476,Bib.Pop.y C.Cult. Mar del Plata,1994-11-21,6357,
3724,Bib.Esc.Pop. José Manuel Estrada,1961-10-21,6392,bibliob@yahoo.com.ar
3715,Bib. Pop. José Hernández,1980-01-01,6399,bibliojh97@yahoo.com.ar
4177,Bib.Pop. Dra. Alicia Teresa Morales,1980-01-01,6399,bpaliciatmorales_garre@yahoo.com.ar
4368,Bib. Pop.Dr. José María Sobral,2005-07-23,6420,bibliotecasobral@yahoo.com.ar
3128,Bib.Pub. Alfonsina Storni,1980-01-01,6420,ctc0057@hotmail.com
4182,Bib.Pop. Rotaria,1980-01-01,6427,bibliotecapopularrotaria@yahoo.com.ar
4010,Bib.Pop. Amigos de La Tablada,1998-11-10,6427,amigosdelatablada@yahoo.com.ar
4228,Bib.Pop. Almafuerte de Rafael Castillo,1980-01-01,6427,biblioteca_alma@hotmail.com
1483,Bib.Pop. Bernardino Rivadavia,1915-10-01,6441,
3823,Bib.Pop. Tito Brandsma,1980-01-01,6490,
168,Bib. Pop.  Ameghino,1914-11-27,6497,salonesbibliotecaameghino@gmail.com
3351,Bib.Pop.Mun. Juan José Elizondo,1966-07-09,6511,
3243,Bib.Pop. Malvinas argentinas,1986-04-02,6028,
3949,Bib.Pop. Génesis,1980-01-01,6539,
3944,Bib.Pop.Casa.Cult. Barrio Parque San Carlos,2000-09-17,6560,
4134,Bib. Pop. San José Obrero,1980-01-01,6560,bibliotecasanjoseobrero@gmail.com
3012,Bib.Pop. José Hernández,1964-03-22,6568,
197,Bib.Pop. Andrés Ferreyra,1980-01-01,6581,
3652,Bib. Pop. Héctor N. Amoroso,1996-02-01,6595,biblioteca_amoroso@yahoo.com.ar
3811,Bib.Pop. Independencia,1998-11-25,6595,biblioindependencia@hotmail.com
4176,Bib.Pop. Coty Laborde,1980-01-01,6595,
3984,Bib.Pop. Fundaterra,1980-01-01,6091,bibliotecafundaterra@yahoo.com.ar
3157,Bib.Pop. Fortunato Zampa,1995-10-25,6665,bibliozampa@hotmail.com
210,Bib.Pop. D.F.Sarmiento,1914-01-03,6700,bib.sarmiento.pigue@gmail.com
3659,Bib.Pop. Delta del Paraná (Bibliolancha,1997-11-14,6749,
231,Bib.Pop. Juan N. Madero,,6749,noticiasmadero@gmail.com
3690,Bib.Pop. de la Ribera,1980-01-01,6756,
3960,Bib.Pop. Martín Fierro,1980-01-01,6371,
997,Bib.Pop. D.F.Sarmiento,1923-04-08,6778,bpsarkorn@yahoo.com.ar
1627,Bib.Pop. José Ingenieros,1932-06-01,6791,
3173,Bib.Pop.Mun. José Hernández,1980-01-01,6798,biblio@tapalque.mun.gba.gov.ar
957,Bib.Pop. D.F.Sarmiento,1916-09-16,6805,
3837,Bib.Pop. Dr. Bernardo A. Houssay,1971-08-08,6833,bibliohoussay@yahoo.com.ar
3267,Bib.Pop. San Francisco de Bellocq,1993-09-30,6833,bibsanfrabe@yahoo.com.ar
2711,Bib.Pop. José Ingenieros,1925-02-11,6840,biblioteca_jose_ingenieros@yahoo.com.ar
2954,Bib.Pop. Rafael Obligado,1975-12-28,6868,
3648,Bib.Pop. Argerich,1997-03-15,6875,
1377,Bib.Pop. Florentino Ameghino,1928-09-23,10091,
3673,Bib.Esc.Pop. El zapallar,1980-01-01,22084,bibliotecabp136@hotmail.com.ar
3674,Bib. Pub. Pop. Humberto Benito Andolfi,1980-01-01,22133,andolfibiblioteca@hotmail.com
3148,Bib.Pop. Hipólito Yrigoyen,1986-01-21,22140,nuestrabiblio@hotmail.com
3453,Bib.Pop.Pub. Evita,1987-12-07,22140,popularevita2012@yahoo.com.ar
3000,Bib.Pub.Pop. Ricardo Güiraldes,1975-11-12,22154,bibricardoguiraldes@yahoo.com.ar 
4326,Bib.Pop. Gral. Don José Francisco de San Martín,1994-06-23,26007,
3773,Bib. Pop. Perito Francisco Pascacio Moreno,1951-03-05,26035,
3378,Bib.Pop. del Barrio Luis Vernet,1980-01-01,26077,karinaovelar@hotmail.com
3414,Bib.Pop. Gob. R. González,1980-01-01,26084,
2551,Bib.Pop. Mariano Moreno,1911-07-16,26091,biblioteca2551@yahoo.com.ar
1351,Bib.Pop. El resplandor,1928-12-20,2000,susanapariani@hotmail.com
2992,Bib. Argentina para ciegos,1924-09-18,2000,
32,Bib.Pop. Alberdi,1910-07-08,2000,bibliotecapopularalberdi@yahoo.com.ar
77,Bib.Pop. Cornelio Saavedra,1918-03-14,2000,
2257,Bib.Pop. Luis J. de Tejeda,1944-12-17,14014,bibliotecatejeda@hotmail.com
3218,Bib.Pop. de B.Vista y Fund. P. Milesi,1988-11-28,14014,
4322,Bib.Pop. del Bicentenario,2010-09-06,14014,bpbinaudi@gmail.com
3665,Bib.Pub.Mun.Pop. Libro abierto,1980-01-01,14021,
3031,Bib.Pop. Dr. Raúl Scalabrini Ortíz,1984-03-30,14042,
1403,Bib.Pop. Mariano Moreno,1929-11-03,14049,bibliotecamm2013@gmail.com
3595,Biblioteca Popular Walter Viglione,1997-11-23,14056,bibliopopcarnerillo@yahoo.com.ar
3593,Bib.Pop. Isla Verde,1980-01-01,14063,bipop3593@hotmail.com
3867,Bib. Pop. Babel,1999-01-27,14091,
3015,Bib.Pop. de los sagrados corazones,1970-06-06,14098,bibliotecasscc@hotmail.com
584,Bib.Pop. Mariano Moreno,1918-03-31,14098,
3333,Bib.Pop.Esc. Victor Mercante,1980-01-01,14119,
4294,Bib. Pop. de Luyaba,2010-11-02,14133,bibliotecapopulardeluyaba@yahoo.com.ar
4145,Bib.Pop.y Pub. José Hernández,1980-01-01,14140,biblioalicia16@yahoo.com.ar
1824,Bib.Pop. José Ingenieros,1934-04-28,14140,bibliotecapopularjifreyre@gmail.com
